% Model,verification_2d_nozzle_tapered.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 8 2021, 14:24"
% Dimension,2
% Nodes,13231
% Expressions,1
% Description,"Current density, phi component"
% Length unit,m
% R,Z,mef.Jphi (A/m^2) @ freq=2E6
0.0012300000000000002,0.00334,571094.6674572406+2745237.628168312i
0.0012400000000000002,0.00334,424632.1535721532+3019243.298236536i
0.0012500000000000002,0.00334,238312.40076844118+3301079.4841529382i
0.0012600000000000003,0.00334,11423.35323532109+3590685.6778416038i
0.00127,0.00334,-264780.3253556187+3880525.2291094814i
0.00128,0.00334,-594279.9102081199+4165458.4982393323i
0.0012900000000000001,0.00334,-979000.8845880326+4442842.2564524785i
0.0013000000000000002,0.00334,-1425965.749344555+4700960.318030226i
0.0013100000000000002,0.00334,-1936806.0437602953+4935835.946260709i
0.0013200000000000002,0.00334,-2516098.3343012105+5135643.860444528i
0.0013300000000000002,0.00334,-3166322.4662139686+5287729.876064067i
0.0013400000000000003,0.00334,-3887984.71517601+5386486.717346616i
0.0013500000000000003,0.00334,-4682634.222587728+5408424.9000002025i
0.00136,0.00334,-5548969.81062911+5345208.079428229i
0.0013700000000000001,0.00334,-6482341.529857146+5178804.351850423i
0.0013800000000000002,0.00334,-7480394.5786016835+4892494.047170808i
0.0013900000000000002,0.00334,-8530911.757213308+4459673.331466247i
0.0014000000000000002,0.00334,-9628451.903190171+3870596.6871071383i
0.0014100000000000002,0.00334,-1.0753421761676205E7+3095776.55959997i
0.0014200000000000003,0.00334,-1.1889163642905032E7+2114588.1514185974i
0.0014300000000000003,0.00334,-1.3013046174082266E7+905504.4319831596i
0.00144,0.00334,-1.4095599874833059E7-554183.9266864527i
0.0014500000000000001,0.00334,-1.510305848488576E7-2285517.8468236593i
0.0014600000000000001,0.00334,-1.5998311198062392E7-4308317.8940736735i
0.0014700000000000002,0.00334,-1.6724432147099672E7-6644490.207092964i
0.0014800000000000002,0.00334,-1.724228544856448E7-9303648.368230844i
0.0014900000000000002,0.00334,-1.7471540817864776E7-1.2295860241716532E7i
0.0015000000000000002,0.00334,-1.7357568479204174E7-1.5625060274898821E7i
2.0E-4,0.00335,-2.1568780080228278E-7-3.7092953887630256E-7i
2.1E-4,0.00335,-54345.15668593943+39348.06177609533i
2.2E-4,0.00335,-53178.39973505075+45730.37765555384i
2.3E-4,0.00335,-52089.046551327134+51532.575546257205i
2.4E-4,0.00335,-51100.89572640443+56825.751673861036i
2.5E-4,0.00335,-50231.01527735824+61667.49280679526i
2.6000000000000003E-4,0.00335,-49498.77837295319+66153.53178812774i
2.7E-4,0.00335,-48905.38053598527+70321.76789343331i
2.8000000000000003E-4,0.00335,-48490.544788301595+74223.80247162479i
2.9E-4,0.00335,-48189.89024969624+77892.4210360686i
3.0000000000000003E-4,0.00335,-48077.71203976763+81348.94178363205i
3.1E-4,0.00335,-48105.41127557648+84745.5948350367i
3.2E-4,0.00335,-48274.16436036252+88038.02236130876i
3.3E-4,0.00335,-48600.649532458905+91211.68105236371i
3.4E-4,0.00335,-49036.089514199506+94345.89945461912i
3.5000000000000005E-4,0.00335,-49599.47136328219+97495.58313620201i
3.6E-4,0.00335,-50306.51868592457+100646.06771002294i
3.7E-4,0.00335,-51153.72283782183+103782.42150377143i
3.8E-4,0.00335,-52083.16060032919+106888.45643287066i
3.9000000000000005E-4,0.00335,-53122.65268334925+110074.42426608506i
4.0E-4,0.00335,-54272.42329333461+113312.21418885591i
4.1E-4,0.00335,-55523.95319386273+116613.05073346276i
4.2E-4,0.00335,-56858.95174349626+119963.67532043796i
4.3000000000000004E-4,0.00335,-58292.113953622684+123365.26736841333i
4.4000000000000007E-4,0.00335,-59854.47676113387+126878.38453342477i
4.5E-4,0.00335,-61483.16559194951+130463.51215498493i
4.6E-4,0.00335,-63153.834366949064+134108.46367063606i
4.7000000000000004E-4,0.00335,-64987.47522087147+137869.3915298449i
4.8000000000000007E-4,0.00335,-66910.57486594541+141699.7511598559i
4.9E-4,0.00335,-68920.22991484487+145597.56637091565i
5.0E-4,0.00335,-71011.712964871+149579.82181907725i
5.1E-4,0.00335,-73240.8408785174+153656.53052065094i
5.200000000000001E-4,0.00335,-75592.51583470973+157792.89751421608i
5.300000000000001E-4,0.00335,-78074.42602492595+161965.58121697902i
5.4E-4,0.00335,-80622.03984369786+166197.48147976346i
5.5E-4,0.00335,-83376.50279939377+170455.45646175314i
5.600000000000001E-4,0.00335,-86283.06184453159+174709.2836546686i
5.700000000000001E-4,0.00335,-89294.21283138871+178952.3280939122i
5.8E-4,0.00335,-92437.4632861948+183238.92734991584i
5.9E-4,0.00335,-95802.7571880861+187505.0552171946i
6.000000000000001E-4,0.00335,-99342.41375093124+191694.84788122147i
6.100000000000001E-4,0.00335,-103013.70790608502+195830.98761056896i
6.2E-4,0.00335,-106843.58980319017+199954.78261414598i
6.3E-4,0.00335,-110873.73628780729+203987.70853276437i
6.4E-4,0.00335,-115077.90557236328+207868.33762912077i
6.500000000000001E-4,0.00335,-119460.09943271405+211655.8574233219i
6.6E-4,0.00335,-123983.27744498475+215320.53629709178i
6.7E-4,0.00335,-128626.38017435698+218870.6200418033i
6.8E-4,0.00335,-133425.7524400976+222184.61713492687i
6.900000000000001E-4,0.00335,-138394.66811620336+225273.55958941812i
7.0E-4,0.00335,-143486.4308699476+228114.74073168726i
7.1E-4,0.00335,-148676.7414461768+230700.61729474275i
7.2E-4,0.00335,-153856.83150652723+232919.3954787723i
7.300000000000001E-4,0.00335,-159160.07426402578+234816.044853942i
7.4E-4,0.00335,-164434.99282473788+236349.11212756892i
7.5E-4,0.00335,-169681.58718866363+237518.597299653i
7.6E-4,0.00335,-174899.76459208023+238126.00301992847i
7.700000000000001E-4,0.00335,-179925.3845324864+238544.9699675812i
7.8E-4,0.00335,-184633.13387666378+238444.1390541103i
7.9E-4,0.00335,-189020.1436896653+237809.64016530677i
8.0E-4,0.00335,-193111.62629526717+236683.619986445i
8.100000000000001E-4,0.00335,-196967.39027053266+235027.34226973896i
8.2E-4,0.00335,-200318.59060978066+232580.4282358404i
8.3E-4,0.00335,-202962.55124870027+229648.50138979196i
8.4E-4,0.00335,-204892.01021504716+226117.9974047403i
8.500000000000001E-4,0.00335,-206106.96750882137+221988.9162806855i
8.600000000000001E-4,0.00335,-205927.72466552656+217966.28401243433i
8.7E-4,0.00335,-204783.78495215464+213212.54180481558i
8.8E-4,0.00335,-202403.1085307557+208065.81517042976i
8.900000000000001E-4,0.00335,-198770.48448260713+202555.1970716383i
9.000000000000001E-4,0.00335,-193341.55596550158+197130.2482171144i
9.1E-4,0.00335,-185959.16102513802+191779.60790881334i
9.2E-4,0.00335,-176788.98440617585+186431.86798215794i
9.3E-4,0.00335,-165786.03720015567+181135.58254765839i
9.400000000000001E-4,0.00335,-152377.60266921594+176522.6485102152i
9.5E-4,0.00335,-136286.39502903228+172925.7344187956i
9.6E-4,0.00335,-117641.02303970934+170326.42180858375i
9.7E-4,0.00335,-96548.48785863102+168673.15611884938i
9.800000000000002E-4,0.00335,-72489.30699631343+169023.3894257949i
9.9E-4,0.00335,-45313.01702293598+171702.29388663475i
0.001,0.00335,-14885.77006667645+176860.72725302677i
0.00101,0.00335,18325.966838953223+184791.5387814741i
0.00102,0.00335,54683.95718771253+196907.68449251683i
0.00103,0.00335,94220.44005949654+213265.0526814525i
0.0010400000000000001,0.00335,137104.30297041012+234154.52615988452i
0.0010500000000000002,0.00335,182372.68259233463+261014.86691710184i
0.0010600000000000002,0.00335,230107.10217906244+294690.31628188316i
0.0010700000000000002,0.00335,280186.6220875476+335220.57345119544i
0.00108,0.00335,332565.29992165306+383778.931283898i
0.00109,0.00335,385186.8026025304+442190.4047920929i
0.0011,0.00335,438094.7164572628+510489.75685716904i
0.00111,0.00335,491722.45982021827+589070.2750504384i
0.0011200000000000001,0.00335,542962.2314959184+680262.7111191635i
0.0011300000000000001,0.00335,590459.888697982+784406.3244212024i
0.0011400000000000002,0.00335,634503.756196033+901559.2505228417i
0.0011500000000000002,0.00335,673170.6258126626+1033638.2696791808i
0.0011600000000000002,0.00335,702174.2708744273+1181113.5853247636i
0.00117,0.00335,721492.0175857121+1343820.475604104i
0.0011800000000000003,0.00335,728742.9658048064+1522856.1474990614i
0.00119,0.00335,719519.6485581758+1718351.2894285023i
0.0012000000000000001,0.00335,692704.3399795401+1930021.750590859i
0.0012100000000000001,0.00335,644180.0497410783+2157223.672578913i
0.0012200000000000002,0.00335,568642.7202745487+2398916.482420303i
0.0012300000000000002,0.00335,466082.5028928493+2655342.3358242004i
0.0012400000000000002,0.00335,329573.5234267778+2923018.0231710128i
0.0012500000000000002,0.00335,153634.89286713494+3198713.8808344975i
0.0012600000000000003,0.00335,-61454.99527872962+3482877.2089332305i
0.00127,0.00335,-323817.5364705929+3768622.943124191i
0.00128,0.00335,-638939.001934008+4049330.3683108273i
0.0012900000000000001,0.00335,-1007292.3842590927+4324857.591902889i
0.0013000000000000002,0.00335,-1435917.5349044905+4585108.443335226i
0.0013100000000000002,0.00335,-1929464.282103606+4818572.621822714i
0.0013200000000000002,0.00335,-2488092.0057543013+5023980.01491115i
0.0013300000000000002,0.00335,-3117534.870670626+5184083.757989061i
0.0013400000000000003,0.00335,-3818166.672689212+5285800.911379487i
0.0013500000000000003,0.00335,-4589958.065260329+5323525.292927623i
0.00136,0.00335,-5433965.891681123+5275429.594577637i
0.0013700000000000001,0.00335,-6344502.491067884+5122053.451383789i
0.0013800000000000002,0.00335,-7320382.209508464+4858537.607497147i
0.0013900000000000002,0.00335,-8349135.790373465+4451116.026606899i
0.0014000000000000002,0.00335,-9425738.148101626+3888094.8585205777i
0.0014100000000000002,0.00335,-1.0530015933652436E7+3141210.533006447i
0.0014200000000000003,0.00335,-1.164871410546015E7+2195218.324882681i
0.0014300000000000003,0.00335,-1.2758262712294484E7+1024366.3609645854i
0.00144,0.00335,-1.3827704242531614E7-396614.346738591i
0.0014500000000000001,0.00335,-1.4825121346917085E7-2087434.1234948516i
0.0014600000000000001,0.00335,-1.5715337179152243E7-4066341.361490266i
0.0014700000000000002,0.00335,-1.6442935143030025E7-6354093.315540804i
0.0014800000000000002,0.00335,-1.696514599529072E7-8964242.116348991i
0.0014900000000000002,0.00335,-1.720465742527681E7-1.1907390048159352E7i
0.0015000000000000002,0.00335,-1.711273949415637E7-1.5185549851002852E7i
2.0E-4,0.00336,-2.0285246603366084E-7-4.40706462324241E-7i
2.1E-4,0.00336,-65438.03752493069+38180.26109808163i
2.2E-4,0.00336,-64853.12058395695+45225.47540818238i
2.3E-4,0.00336,-64311.512738079335+51608.065420923376i
2.4E-4,0.00336,-63846.185446652205+57418.080167252694i
2.5E-4,0.00336,-63468.92117450635+62724.752176379014i
2.6000000000000003E-4,0.00336,-63245.81037273809+67620.04142930913i
2.7E-4,0.00336,-63125.89450126682+72058.38450468099i
2.8000000000000003E-4,0.00336,-63161.80349809871+76298.92359589253i
2.9E-4,0.00336,-63386.52334060761+80223.75315138261i
3.0000000000000003E-4,0.00336,-63720.156814684524+83957.98117151434i
3.1E-4,0.00336,-64217.689453201+87495.57037528465i
3.2E-4,0.00336,-64888.76204062805+90922.0448187104i
3.3E-4,0.00336,-65683.92339093753+94320.72984157478i
3.4E-4,0.00336,-66630.56785386428+97656.09872077806i
3.5000000000000005E-4,0.00336,-67715.1113387747+100870.96024953456i
3.6E-4,0.00336,-68914.96711437436+104075.13095702733i
3.7E-4,0.00336,-70269.21071884852+107304.19183760657i
3.8E-4,0.00336,-71732.90932994094+110595.13985189036i
3.9000000000000005E-4,0.00336,-73264.2533843073+113911.58413368788i
4.0E-4,0.00336,-74922.21324923208+117296.08143689105i
4.1E-4,0.00336,-76693.82182664654+120739.10549422413i
4.2E-4,0.00336,-78555.10270841599+124235.42099284596i
4.3000000000000004E-4,0.00336,-80501.85270542312+127825.90202069531i
4.4000000000000007E-4,0.00336,-82557.81336710087+131534.3243168208i
4.5E-4,0.00336,-84727.83793953729+135292.27065779554i
4.6E-4,0.00336,-86951.36956705502+139091.24914573232i
4.7000000000000004E-4,0.00336,-89292.05652318835+142975.2973584108i
4.8000000000000007E-4,0.00336,-91770.82749678966+146922.422247013i
4.9E-4,0.00336,-94358.47253544924+150923.26587191568i
5.0E-4,0.00336,-96970.67431229711+155004.88766367195i
5.1E-4,0.00336,-99759.63315567822+159182.6538691182i
5.200000000000001E-4,0.00336,-102688.53960189775+163400.59717757782i
5.300000000000001E-4,0.00336,-105732.10844622197+167660.1665290444i
5.4E-4,0.00336,-108874.50241833439+171987.8080042983i
5.5E-4,0.00336,-112173.5049174703+176390.37259032173i
5.600000000000001E-4,0.00336,-115628.59627592785+180794.26028468632i
5.700000000000001E-4,0.00336,-119259.66653056607+185225.21021159465i
5.8E-4,0.00336,-123030.4839972934+189696.05788612098i
5.9E-4,0.00336,-126930.18490988744+194185.78947688622i
6.000000000000001E-4,0.00336,-131026.17824677288+198631.14686977025i
6.100000000000001E-4,0.00336,-135349.5116192223+203093.50111796724i
6.2E-4,0.00336,-139825.1883237795+207538.59458208957i
6.3E-4,0.00336,-144417.900423619+211940.6683915177i
6.4E-4,0.00336,-149233.7357428097+216291.16814978252i
6.500000000000001E-4,0.00336,-154255.881169128+220572.06042788152i
6.6E-4,0.00336,-159419.01216747472+224727.25546909662i
6.7E-4,0.00336,-164705.04660977703+228763.20532640786i
6.8E-4,0.00336,-170269.3608388776+232686.84446458786i
6.900000000000001E-4,0.00336,-175958.99529463777+236363.20242040613i
7.0E-4,0.00336,-181771.47682803645+239791.7990640023i
7.1E-4,0.00336,-187720.18086523912+242980.6038633594i
7.2E-4,0.00336,-193820.48815608324+245986.53359399678i
7.300000000000001E-4,0.00336,-200021.00234489777+248696.81258322747i
7.4E-4,0.00336,-206227.53716773365+251012.7377238213i
7.5E-4,0.00336,-212440.09262459114+252934.3090157783i
7.6E-4,0.00336,-218547.04335638694+254519.86004470568i
7.700000000000001E-4,0.00336,-224831.08682941404+255793.77150143648i
7.8E-4,0.00336,-230871.7433035297+256500.39326816623i
7.9E-4,0.00336,-236656.2528419284+256637.52049137413i
8.0E-4,0.00336,-242176.2100847352+256219.14954404853i
8.100000000000001E-4,0.00336,-247279.49422650764+255624.41778946156i
8.2E-4,0.00336,-252333.391196615+254061.47759627146i
8.3E-4,0.00336,-256663.8454867806+251923.60392145498i
8.4E-4,0.00336,-260232.35096521114+249257.18221400288i
8.500000000000001E-4,0.00336,-263037.48803243786+246075.62951008242i
8.600000000000001E-4,0.00336,-265168.2689524259+242773.42823810957i
8.7E-4,0.00336,-266291.15819696104+238485.95680283598i
8.8E-4,0.00336,-266146.3448585669+233852.12843720758i
8.900000000000001E-4,0.00336,-264850.7552514495+228880.88520246075i
9.000000000000001E-4,0.00336,-262100.48360372122+223863.44082907916i
9.1E-4,0.00336,-257645.43030285698+218822.89757793746i
9.2E-4,0.00336,-251375.0720650561+213817.76710025652i
9.3E-4,0.00336,-243289.4088903188+208848.04939603645i
9.400000000000001E-4,0.00336,-232960.47782638628+204423.81216146657i
9.5E-4,0.00336,-220263.18656718096+200781.80146524296i
9.6E-4,0.00336,-205162.5870436076+198010.66198157798i
9.7E-4,0.00336,-187656.24338895714+196112.77320008367i
9.800000000000002E-4,0.00336,-167172.43531135796+195945.96919708472i
9.9E-4,0.00336,-143685.4008826343+198049.73542880203i
0.001,0.00336,-117389.48421967872+202410.28108879886i
0.00101,0.00336,-88183.31194820245+209199.52551251443i
0.00102,0.00336,-55760.6751861566+219863.5798843133i
0.00103,0.00336,-20153.451462097644+234808.9968227055i
0.0010400000000000001,0.00336,18322.69518012706+254085.04696807166i
0.0010500000000000002,0.00336,59487.372978247135+278394.75978073204i
0.0010600000000000002,0.00336,103130.11527329769+309452.9335721495i
0.0010700000000000002,0.00336,149360.12152194767+347469.42850480485i
0.00108,0.00336,197573.10897127894+392610.4158845759i
0.00109,0.00336,246441.14379664237+446776.99759857386i
0.0011,0.00336,295791.5828054047+510780.4490095095i
0.00111,0.00336,345907.3420975915+584978.2430106405i
0.0011200000000000001,0.00336,394219.9130960894+670238.7582876155i
0.0011300000000000001,0.00336,439208.464166226+768402.925277024i
0.0011400000000000002,0.00336,480878.98688306665+879480.6539913787i
0.0011500000000000002,0.00336,518161.960803505+1004306.7494067332i
0.0011600000000000002,0.00336,546308.6520299558+1144356.9220088585i
0.00117,0.00336,564769.4449059268+1299638.6692447423i
0.0011800000000000003,0.00336,573595.4852526073+1470964.42901652i
0.00119,0.00336,565782.8640826893+1658379.0928617797i
0.0012000000000000001,0.00336,539702.274370014+1861415.7319707868i
0.0012100000000000001,0.00336,495099.85084849515+2080496.9710032963i
0.0012200000000000002,0.00336,425130.6511723212+2314824.0073553026i
0.0012300000000000002,0.00336,325909.32510087657+2562047.399860482i
0.0012400000000000002,0.00336,196714.7327922388+2822099.036309497i
0.0012500000000000002,0.00336,30010.473597461903+3091708.3659150405i
0.0012600000000000003,0.00336,-177770.1272305938+3367777.681852002i
0.00127,0.00336,-429081.4096245658+3647572.545263308i
0.00128,0.00336,-731874.0836382464+3923907.3516378147i
0.0012900000000000001,0.00336,-1087569.6064543852+4194620.061993833i
0.0013000000000000002,0.00336,-1500722.2371390194+4452231.310540043i
0.0013100000000000002,0.00336,-1978049.6983806517+4684097.533200449i
0.0013200000000000002,0.00336,-2519326.341207689+4888950.168703206i
0.0013300000000000002,0.00336,-3129601.822015751+5052225.1402252i
0.0013400000000000003,0.00336,-3810405.9486279716+5156296.366545768i
0.0013500000000000003,0.00336,-4561368.985221942+5201204.02221965i
0.00136,0.00336,-5383354.862410668+5164452.452181821i
0.0013700000000000001,0.00336,-6271734.298325715+5023155.197339653i
0.0013800000000000002,0.00336,-7225409.913133096+4772195.610607809i
0.0013900000000000002,0.00336,-8231526.335391893+4381057.160511066i
0.0014000000000000002,0.00336,-9286557.85768622+3842425.6859731837i
0.0014100000000000002,0.00336,-1.0370294438594827E7+3121671.877172155i
0.0014200000000000003,0.00336,-1.1469158618941447E7+2202381.1897204095i
0.0014300000000000003,0.00336,-1.2558359018882519E7+1060578.3678348593i
0.00144,0.00336,-1.3613278840582993E7-323288.0702893056i
0.0014500000000000001,0.00336,-1.4599348933909778E7-1974798.3699336296i
0.0014600000000000001,0.00336,-1.547753489249074E7-3913754.142337951i
0.0014700000000000002,0.00336,-1.619818539872391E7-6158582.450421459i
0.0014800000000000002,0.00336,-1.6720792878511546E7-8721321.589178516i
0.0014900000000000002,0.00336,-1.696880885046381E7-1.1615072568080576E7i
0.0015000000000000002,0.00336,-1.6884704886924654E7-1.4841751373170068E7i
2.0E-4,0.00337,-1.8208684528845932E-7-5.176960237526215E-7i
2.1E-4,0.00337,-77714.14268311752+35830.83107445049i
2.2E-4,0.00337,-77832.26627178735+43529.686700992075i
2.3E-4,0.00337,-77948.78308328301+50471.416352019165i
2.4E-4,0.00337,-78111.6376243835+56741.68040008427i
2.5E-4,0.00337,-78369.45792643058+62424.19082990978i
2.6000000000000003E-4,0.00337,-78706.81273947896+67614.3849727874i
2.7E-4,0.00337,-79194.77964174686+72443.65233535094i
2.8000000000000003E-4,0.00337,-79792.1797340273+76807.88106627465i
2.9E-4,0.00337,-80552.06783657502+80996.18172926875i
3.0000000000000003E-4,0.00337,-81486.85358593626+84923.7430374752i
3.1E-4,0.00337,-82569.26123532985+88657.78487472197i
3.2E-4,0.00337,-83782.21657874344+92249.61206468075i
3.3E-4,0.00337,-85147.94576288927+95705.80847484067i
3.4E-4,0.00337,-86687.37633552958+99079.60483695092i
3.5000000000000005E-4,0.00337,-88366.0841961559+102453.29955604195i
3.6E-4,0.00337,-90145.9393141046+105822.36756742712i
3.7E-4,0.00337,-92059.26634169256+109221.41579816876i
3.8E-4,0.00337,-94120.78826090928+112632.64138418593i
3.9000000000000005E-4,0.00337,-96289.42029318429+116033.21470687982i
4.0E-4,0.00337,-98528.23450394189+119452.27252051806i
4.1E-4,0.00337,-100928.59276981713+122928.04377080275i
4.2E-4,0.00337,-103430.89277979334+126446.86639861378i
4.3000000000000004E-4,0.00337,-105980.19839748715+130047.49839293123i
4.4000000000000007E-4,0.00337,-108658.98390661154+133723.78462541464i
4.5E-4,0.00337,-111460.50410591971+137452.83213793405i
4.6E-4,0.00337,-114363.71742712443+141250.82548248427i
4.7000000000000004E-4,0.00337,-117349.70008978168+145141.99079939647i
4.8000000000000007E-4,0.00337,-120430.28018913508+149136.90723186883i
4.9E-4,0.00337,-123641.42062912016+153191.46445420347i
5.0E-4,0.00337,-126985.20848326937+157333.31935929816i
5.1E-4,0.00337,-130416.6788839726+161565.04695220708i
5.200000000000001E-4,0.00337,-133922.81682021954+165864.5665755614i
5.300000000000001E-4,0.00337,-137656.77230851207+170243.32082654466i
5.4E-4,0.00337,-141511.02399067054+174695.1146826622i
5.5E-4,0.00337,-145466.8605980694+179218.30863433433i
5.600000000000001E-4,0.00337,-149537.38594805196+183796.73159614083i
5.700000000000001E-4,0.00337,-153855.52078046004+188439.56629587634i
5.8E-4,0.00337,-158310.11704611115+193121.03851287998i
5.9E-4,0.00337,-162901.1747450053+197841.14824715196i
6.000000000000001E-4,0.00337,-167668.2473406794+202613.98479022126i
6.100000000000001E-4,0.00337,-172648.66471831038+207403.00308293448i
6.2E-4,0.00337,-177827.23019195793+212184.17253477013i
6.3E-4,0.00337,-183201.0325687136+216913.19640913417i
6.4E-4,0.00337,-188712.1335530371+221670.32205506292i
6.500000000000001E-4,0.00337,-194511.0189559439+226303.768048109i
6.6E-4,0.00337,-200514.55463019377+230771.34429811817i
6.7E-4,0.00337,-206639.31875084198+235111.52788044213i
6.8E-4,0.00337,-212951.13560614132+239375.84654567443i
6.900000000000001E-4,0.00337,-219575.0497596989+243417.48068372224i
7.0E-4,0.00337,-226336.53484212825+247197.69637729123i
7.1E-4,0.00337,-233235.5908534295+250716.49362638168i
7.2E-4,0.00337,-240171.18531198805+254203.14497867733i
7.300000000000001E-4,0.00337,-247421.6578711981+257362.96679659656i
7.4E-4,0.00337,-254734.60545290526+260117.27736242645i
7.5E-4,0.00337,-262053.57366863388+262477.23407961946i
7.6E-4,0.00337,-269360.80558863655+264494.1998618857i
7.700000000000001E-4,0.00337,-276785.65700986626+266184.7788498824i
7.8E-4,0.00337,-284201.7491738792+267426.6719004187i
7.9E-4,0.00337,-291361.69440217526+268099.07040743297i
8.0E-4,0.00337,-298288.3625521941+268330.647332269i
8.100000000000001E-4,0.00337,-305049.17071652727+268157.60692461045i
8.2E-4,0.00337,-311685.9265310976+267496.63244412636i
8.3E-4,0.00337,-317779.15549164027+266312.8045985938i
8.4E-4,0.00337,-323110.4356404478+264600.4287204257i
8.500000000000001E-4,0.00337,-327798.0890289693+262584.26076696155i
8.600000000000001E-4,0.00337,-331998.95943416597+260087.0093288968i
8.7E-4,0.00337,-335445.8613129194+256726.1649476222i
8.8E-4,0.00337,-337625.0606087437+253018.96363599264i
8.900000000000001E-4,0.00337,-338536.47398386494+249058.37268509506i
9.000000000000001E-4,0.00337,-338374.6284678552+245086.30309194792i
9.1E-4,0.00337,-336838.9507394289+240459.85182344753i
9.2E-4,0.00337,-333464.90188904345+235881.91414491215i
9.3E-4,0.00337,-328252.4819166989+231352.49005634183i
9.400000000000001E-4,0.00337,-321206.24781742436+227294.5770438933i
9.5E-4,0.00337,-312057.99360572826+223418.39999695856i
9.6E-4,0.00337,-300457.196882191+220439.5864747245i
9.7E-4,0.00337,-286449.0351136363+218360.22532286224i
9.800000000000002E-4,0.00337,-269899.72345184+217483.99569503704i
9.9E-4,0.00337,-250583.54248165133+218747.71446843952i
0.001,0.00337,-228446.78293408922+222292.48031448666i
0.00101,0.00337,-203489.4448091541+228118.29323317853i
0.00102,0.00337,-175166.78933980435+237234.1826870758i
0.00103,0.00337,-144188.17366587874+250435.557409872i
0.0010400000000000001,0.00337,-110457.36844728435+267940.7828026784i
0.0010500000000000002,0.00337,-73818.00135651369+289961.80456053774i
0.0010600000000000002,0.00337,-34315.65771966694+318374.67458685633i
0.0010700000000000002,0.00337,7042.080378706492+353533.9938412016i
0.00108,0.00337,50184.45585912164+395590.4328694219i
0.00109,0.00337,95032.12256271321+445786.75889724965i
0.0011,0.00337,140426.80856638696+505840.14320092555i
0.00111,0.00337,185567.83148568694+575776.0971757678i
0.0011200000000000001,0.00337,229966.73208015112+655943.7463028837i
0.0011300000000000001,0.00337,271587.90900968417+748660.2420146326i
0.0011400000000000002,0.00337,309890.1500687783+854458.4401067883i
0.0011500000000000002,0.00337,343635.30978640623+973123.4593025295i
0.0011600000000000002,0.00337,369530.3502466905+1106132.2098092989i
0.00117,0.00337,386040.66258183663+1254393.6836208042i
0.0011800000000000003,0.00337,392962.50346844795+1418337.9895758624i
0.00119,0.00337,384989.29719795653+1597149.7495594781i
0.0012000000000000001,0.00337,359034.70355078083+1791640.1593149847i
0.0012100000000000001,0.00337,315218.4638619503+2002186.1772910447i
0.0012200000000000002,0.00337,247924.37290440104+2227109.242693421i
0.0012300000000000002,0.00337,151654.329395851+2464754.945840492i
0.0012400000000000002,0.00337,26284.825280534053+2715138.7452217904i
0.0012500000000000002,0.00337,-133350.23097838927+2976663.1760082203i
0.0012600000000000003,0.00337,-335078.03336529457+3242712.350877045i
0.00127,0.00337,-578801.6016648834+3513251.3751161485i
0.00128,0.00337,-869929.3442000202+3784777.897609581i
0.0012900000000000001,0.00337,-1215903.791732586+4046502.6493593925i
0.0013000000000000002,0.00337,-1616596.0557559044+4297553.6239140425i
0.0013100000000000002,0.00337,-2078853.8936723138+4527590.250546325i
0.0013200000000000002,0.00337,-2606021.548618906+4725885.464747512i
0.0013300000000000002,0.00337,-3198690.1704192883+4888398.1629568i
0.0013400000000000003,0.00337,-3861475.5711394423+4995582.639980558i
0.0013500000000000003,0.00337,-4593786.0983901415+5039502.052853697i
0.00136,0.00337,-5395092.367734842+5005723.909026844i
0.0013700000000000001,0.00337,-6261457.912306092+4873131.29229419i
0.0013800000000000002,0.00337,-7193010.099169004+4635152.512047692i
0.0013900000000000002,0.00337,-8177055.34140364+4257217.382374733i
0.0014000000000000002,0.00337,-9209281.95352584+3732458.58647422i
0.0014100000000000002,0.00337,-1.0269673924843742E7+3030465.0652365307i
0.0014200000000000003,0.00337,-1.134780969922773E7+2137043.021273927i
0.0014300000000000003,0.00337,-1.2416826075469257E7+1022763.3919555951i
0.00144,0.00337,-1.3452567229538435E7-331653.0570170696i
0.0014500000000000001,0.00337,-1.4420115684882581E7-1949529.7823991878i
0.0014600000000000001,0.00337,-1.52847328221304E7-3849241.1520451447i
0.0014700000000000002,0.00337,-1.5997961269604372E7-6052015.363600783i
0.0014800000000000002,0.00337,-1.6510471206746498E7-8570761.922408547i
0.0014900000000000002,0.00337,-1.6757170671681166E7-1.1415831276204944E7i
0.0015000000000000002,0.00337,-1.6679652191873148E7-1.4590806599064471E7i
2.0E-4,0.00338,-1.5077926512032377E-7-6.011947804796393E-7i
2.1E-4,0.00338,-91140.48377452043+31842.899227198912i
2.2E-4,0.00338,-92107.49303518266+40137.46788588814i
2.3E-4,0.00338,-93019.12528744426+47583.578625923255i
2.4E-4,0.00338,-93922.98623056439+54278.15868795586i
2.5E-4,0.00338,-94891.72682401577+60383.40212859165i
2.6000000000000003E-4,0.00338,-95916.89075802386+65884.73399671838i
2.7E-4,0.00338,-97091.1256138261+70904.87880782601i
2.8000000000000003E-4,0.00338,-98384.28455101485+75611.61734618401i
2.9E-4,0.00338,-99797.28216679563+79901.36760632278i
3.0000000000000003E-4,0.00338,-101365.6787664682+83926.95675055546i
3.1E-4,0.00338,-103092.35969498077+87781.07966395818i
3.2E-4,0.00338,-105005.45662438695+91425.27272367128i
3.3E-4,0.00338,-107053.85957173647+94971.49575345214i
