% Model,verification_2d_nozzle_tapered.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 8 2021, 14:24"
% Dimension,2
% Nodes,13231
% Expressions,1
% Description,"Current density, phi component"
% Length unit,m
% R,Z,mef.Jphi (A/m^2) @ freq=2E6
9.5E-4,0.00277,-2.43174765460994E7-6237736.2998406105i
9.6E-4,0.00277,-2.5431845370063245E7-8791302.054230923i
9.7E-4,0.00277,-2.6405387601720918E7-1.1614191729614064E7i
9.800000000000002E-4,0.00277,-2.720536692476495E7-1.4713558495134983E7i
9.9E-4,0.00277,-2.7796041718454514E7-1.8094338318428498E7i
0.001,0.00277,-2.8138713926691744E7-2.175881205801085E7i
0.00101,0.00277,-2.819101001279905E7-2.5705632109783575E7i
0.00102,0.00277,1.9980872653773996E-4-1.8631258615741533E-4i
0.00103,0.00277,2.2860206026981486E-4-1.832404642602076E-4i
0.0010400000000000001,0.00277,2.567494956209925E-4-1.802485683440913E-4i
0.0010500000000000002,0.00277,2.8428027381156395E-4-1.7733138160588532E-4i
0.0010600000000000002,0.00277,3.1121798137140355E-4-1.744860181407218E-4i
0.0010700000000000002,0.00277,3.3756861160155884E-4-1.7171408403427463E-4i
0.00108,0.00277,3.6334309592521115E-4-1.6901328906601557E-4i
0.00109,0.00277,3.8857484580572297E-4-1.6637939730636123E-4i
0.0011,0.00277,4.132633795066422E-4-1.638124910417138E-4i
0.00111,0.00277,4.37419062677496E-4-1.6131128445511452E-4i
0.0011200000000000001,0.00277,4.610691089292782E-4-1.5887184751570653E-4i
0.0011300000000000001,0.00277,4.842176531787903E-4-1.564940583566827E-4i
0.0011400000000000002,0.00277,5.068703740748449E-4-1.5417711450387442E-4i
0.0011500000000000002,0.00277,5.290544053087911E-4-1.519158139382023E-4i
0.0011600000000000002,0.00277,5.507735938239985E-4-1.497099573703101E-4i
0.00117,0.00277,5.720322774141488E-4-1.4755986582686923E-4i
0.0011800000000000003,0.00277,5.928493098510255E-4-1.4546140672806463E-4i
0.00119,0.00277,6.132364862495613E-4-1.4341231406853264E-4i
0.0012000000000000001,0.00277,6.331982168923052E-4-1.4141231123610974E-4i
0.0012100000000000001,0.00277,6.527405562131116E-4-1.3946068582984127E-4i
0.0012200000000000002,0.00277,6.718840150970586E-4-1.3755327858291065E-4i
0.0012300000000000002,0.00277,6.90629179039399E-4-1.3569000549241753E-4i
0.0012400000000000002,0.00277,7.089798867547396E-4-1.3387008818519292E-4i
0.0012500000000000002,0.00277,7.269545074878393E-4-1.320903117115758E-4i
0.0012600000000000003,0.00277,7.44556111910577E-4-1.303501750421126E-4i
0.00127,0.00277,7.617863226114456E-4-1.2864931843146438E-4i
0.00128,0.00277,7.786624976428868E-4-1.2698390943732176E-4i
0.0012900000000000001,0.00277,7.951876677019751E-4-1.253537461124089E-4i
0.0013000000000000002,0.00277,8.113651649634496E-4-1.2375847191121178E-4i
0.0013100000000000002,0.00277,8.272024991925688E-4-1.2219637626687828E-4i
0.0013200000000000002,0.00277,8.427117123145691E-4-1.206646712505716E-4i
0.0013300000000000002,0.00277,8.578947052201887E-4-1.1916311155932829E-4i
0.0013400000000000003,0.00277,8.727527668422899E-4-1.176920184502887E-4i
0.0013500000000000003,0.00277,8.872987779434553E-4-1.1624840715753634E-4i
0.00136,0.00277,9.015376729675281E-4-1.148310880374628E-4i
0.0013700000000000001,0.00277,9.154695704109184E-4-1.1344003917709788E-4i
0.0013800000000000002,0.00277,9.291017889616953E-4-1.1207411053780018E-4i
0.0013900000000000002,0.00277,9.424410808168493E-4-1.1073193011840338E-4i
0.0014000000000000002,0.00277,9.554900118104305E-4-1.094127917757125E-4i
0.0014100000000000002,0.00277,9.682507555250849E-4-1.0811622502020353E-4i
0.0014200000000000003,0.00277,9.807321374132431E-4-1.0684086250077616E-4i
0.0014300000000000003,0.00277,9.929366485317954E-4-1.0558606465981155E-4i
0.00144,0.00277,0.001004867611655468-1.0435085524697491E-4i
0.0014500000000000001,0.00277,0.0010165301890971835-1.0313475841615166E-4i
0.0014600000000000001,0.00277,0.0010279267182343016-1.0193750551244368E-4i
0.0014700000000000002,0.00277,0.0010390622283613796-1.0075767745722238E-4i
0.0014800000000000002,0.00277,0.0010499395697643361-9.95949980515025E-5i
0.0014900000000000002,0.00277,0.0010605621803785451-9.844938375090144E-5i
0.0015000000000000002,0.00277,0.0010709341410874821-9.731965080760302E-5i
2.0E-4,0.00278,-4.12273840206213E-6-1.9426520405220838E-7i
2.1E-4,0.00278,53282.00132740212+654789.2743022281i
2.2E-4,0.00278,131994.1039289032+687036.1226106825i
2.3E-4,0.00278,207082.48542269025+714901.5755413237i
2.4E-4,0.00278,278599.6203634765+738865.8779538528i
2.5E-4,0.00278,346656.30039675033+759387.75376234i
2.6000000000000003E-4,0.00278,411418.02434052643+776932.8831588991i
2.7E-4,0.00278,473085.0801071603+791949.2927249512i
2.8000000000000003E-4,0.00278,531891.7305286751+804867.9988629582i
2.9E-4,0.00278,588102.8658864801+816100.982912795i
3.0000000000000003E-4,0.00278,642007.4921912686+826038.6639067478i
3.1E-4,0.00278,693848.7252156604+835054.7555992452i
3.2E-4,0.00278,743386.3349327946+843487.3832372613i
3.3E-4,0.00278,793113.2892473898+851750.1939950091i
3.4E-4,0.00278,840587.7849943275+860094.7972456125i
3.5000000000000005E-4,0.00278,888477.799954737+868859.476795229i
3.6E-4,0.00278,935497.9681471462+878562.3719608046i
3.7E-4,0.00278,982721.6704460671+889124.3754557072i
3.8E-4,0.00278,1030553.2578148732+901373.5620114844i
3.9000000000000005E-4,0.00278,1078320.2462583238+915329.2382247132i
4.0E-4,0.00278,1128037.595449952+931311.8859515751i
4.1E-4,0.00278,1178537.5854625867+950156.9553318706i
4.2E-4,0.00278,1230092.9088607805+972048.4250469739i
4.3000000000000004E-4,0.00278,1283316.6776995817+997083.0470963265i
4.4000000000000007E-4,0.00278,1338799.4488679103+1026122.1690609973i
4.5E-4,0.00278,1395577.0706436166+1059844.0914004801i
4.6E-4,0.00278,1453767.4541188611+1098677.67613516i
4.7000000000000004E-4,0.00278,1513634.2166585093+1143155.9728180137i
4.8000000000000007E-4,0.00278,1575163.8177372185+1193407.588547654i
4.9E-4,0.00278,1638523.0918803224+1251116.6153651844i
5.0E-4,0.00278,1702283.5531979715+1316750.0100117899i
5.1E-4,0.00278,1766260.5934362514+1390229.4931270976i
5.200000000000001E-4,0.00278,1828855.4758826573+1472927.626433825i
5.300000000000001E-4,0.00278,1890148.05010687+1566131.1550031241i
5.4E-4,0.00278,1950110.2671741992+1669418.7343653021i
5.5E-4,0.00278,2006909.6948658996+1784390.3148002601i
5.600000000000001E-4,0.00278,2058504.4462829817+1911893.0189731412i
5.700000000000001E-4,0.00278,2105104.8278523255+2051767.3361492567i
5.8E-4,0.00278,2145061.5453978456+2205317.9581903233i
5.9E-4,0.00278,2175123.3679468594+2373089.055217427i
6.000000000000001E-4,0.00278,2195246.541145637+2555061.2730613854i
6.100000000000001E-4,0.00278,2201523.780482771+2752031.8016210506i
6.2E-4,0.00278,2191737.964452371+2963826.827006476i
6.3E-4,0.00278,2164966.855907724+3190570.1676443676i
6.4E-4,0.00278,2115681.630104254+3431643.0234862114i
6.500000000000001E-4,0.00278,2043253.263304899+3686712.5446637496i
6.6E-4,0.00278,1943637.4512635604+3954952.431982592i
6.7E-4,0.00278,1814521.613701493+4235471.181901902i
6.8E-4,0.00278,1651857.5187677173+4526627.876971826i
6.900000000000001E-4,0.00278,1451251.2464535234+4825810.742902912i
7.0E-4,0.00278,1211655.0028865938+5132462.238763242i
7.1E-4,0.00278,926595.8864726098+5441501.626325335i
7.2E-4,0.00278,594700.0046593864+5751450.531743487i
7.300000000000001E-4,0.00278,212311.85095850064+6057977.913560206i
7.4E-4,0.00278,-224939.35876621096+6355928.604674023i
7.5E-4,0.00278,-719730.8954428132+6642084.194456997i
7.6E-4,0.00278,-1275752.665025634+6908001.500228923i
7.700000000000001E-4,0.00278,-1894502.9776522683+7151385.094707601i
7.8E-4,0.00278,-2580067.675196105+7359979.273343951i
7.9E-4,0.00278,-3332224.3773565507+7531749.002264207i
8.0E-4,0.00278,-4154053.719900144+7653598.710415865i
8.100000000000001E-4,0.00278,-5045192.190227195+7719677.07381356i
8.2E-4,0.00278,-6006514.619295749+7718320.354750811i
8.3E-4,0.00278,-7035880.796412679+7640445.986758877i
8.4E-4,0.00278,-8131662.981978674+7473280.675031192i
8.500000000000001E-4,0.00278,-9292355.341046771+7206986.759568585i
8.600000000000001E-4,0.00278,-1.0511977752625901E7+6827926.5221011i
8.7E-4,0.00278,-1.178450529828759E7+6322608.40378368i
8.8E-4,0.00278,-1.3103808669553658E7+5678824.60633736i
8.900000000000001E-4,0.00278,-1.44618318194826E7+4882719.131273032i
9.000000000000001E-4,0.00278,-1.5847629174894797E7+3920042.895072178i
9.1E-4,0.00278,-1.724757799253799E7+2776596.7258971636i
9.2E-4,0.00278,-1.8647563737152275E7+1438417.9606455602i
9.3E-4,0.00278,-2.0031269422139827E7-108249.07755081581i
9.400000000000001E-4,0.00278,-2.1380043674828418E7-1876793.7087164093i
9.5E-4,0.00278,-2.267177858406546E7-3879716.1133593i
9.6E-4,0.00278,-2.388173161043759E7-6129034.0561028i
9.7E-4,0.00278,-2.4983327639128536E7-8635213.348297564i
9.800000000000002E-4,0.00278,-2.5947313010117665E7-1.1407223519532368E7i
9.9E-4,0.00278,-2.6741391694462117E7-1.445230633666771E7i
0.001,0.00278,-2.732958802132779E7-1.777521440370541E7i
0.00101,0.00278,-2.767349217482441E7-2.1378060961462643E7i
0.00102,0.00278,-2.773205455523983E7-2.5259900804623786E7i
0.00103,0.00278,1.963810437715964E-4-1.8332957411671736E-4i
0.0010400000000000001,0.00278,2.2471241120606376E-4-1.8035986057938886E-4i
0.0010500000000000002,0.00278,2.524297691099288E-4-1.7746209397545172E-4i
0.0010600000000000002,0.00278,2.795527199092921E-4-1.7463611489413776E-4i
0.0010700000000000002,0.00278,3.060795556022761E-4-1.7188159269493472E-4i
0.00108,0.00278,3.320431273456131E-4-1.6919530738357107E-4i
0.00109,0.00278,3.574560974687123E-4-1.6657569494320319E-4i
0.0011,0.00278,3.823212110939523E-4-1.6402310286637648E-4i
0.00111,0.00278,4.066608553888612E-4-1.615344522111639E-4i
0.0011200000000000001,0.00278,4.304938568043808E-4-1.5910584198685886E-4i
0.0011300000000000001,0.00278,4.5382382699729146E-4-1.5673851512100828E-4i
0.0011400000000000002,0.00278,4.766590041400171E-4-1.5443116713654396E-4i
0.0011500000000000002,0.00278,4.990256060103376E-4-1.5217887358698524E-4i
0.0011600000000000002,0.00278,5.209266724250324E-4-1.4998127319104215E-4i
0.00117,0.00278,5.423692228989981E-4-1.4783833692275333E-4i
0.0011800000000000003,0.00278,5.633719645902219E-4-1.457462716206048E-4i
0.00119,0.00278,5.839442556454077E-4-1.4370366257978045E-4i
0.0012000000000000001,0.00278,6.040844632551113E-4-1.4171069186545715E-4i
0.0012100000000000001,0.00278,6.238131215029094E-4-1.3976376111391278E-4i
0.0012200000000000002,0.00278,6.431384441196383E-4-1.378617570657955E-4i
0.0012300000000000002,0.00278,6.620620391668117E-4-1.3600445982658952E-4i
0.0012400000000000002,0.00278,6.805962586124045E-4-1.3418933588789389E-4i
0.0012500000000000002,0.00278,6.987541477513035E-4-1.3241369302051698E-4i
0.0012600000000000003,0.00278,7.165378044098488E-4-1.306777740193425E-4i
0.00127,0.00278,7.339510784952686E-4-1.2898091526918745E-4i
0.00128,0.00278,7.510107544990977E-4-1.2731941363597983E-4i
0.0012900000000000001,0.00278,7.677201156623411E-4-1.256925425270057E-4i
0.0013000000000000002,0.00278,7.840825930323404E-4-1.241000274058242E-4i
0.0013100000000000002,0.00278,8.001063372328855E-4-1.2254040947530935E-4i
0.0013200000000000002,0.00278,8.158021167653044E-4-1.21011143100513E-4i
0.0013300000000000002,0.00278,8.311699316295973E-4-1.1951222828143517E-4i
0.0013400000000000003,0.00278,8.462147247364835E-4-1.1804276895631941E-4i
0.0013500000000000003,0.00278,8.609496725158432E-4-1.1660020723370082E-4i
0.00136,0.00278,8.753753548114384E-4-1.1518442817996699E-4i
0.0013700000000000001,0.00278,8.894920376347623E-4-1.1379536510504775E-4i
0.0013800000000000002,0.00278,9.033119859095654E-4-1.1242997626228151E-4i
0.0013900000000000002,0.00278,9.168373315447997E-4-1.1108851451690707E-4i
0.0014000000000000002,0.00278,9.300745321393404E-4-1.0976947774582142E-4i
0.0014100000000000002,0.00278,9.430228304119949E-4-1.0847307966613453E-4i
0.0014200000000000003,0.00278,9.556912563264964E-4-1.071974960227842E-4i
0.0014300000000000003,0.00278,9.680852952503268E-4-1.059417081979716E-4i
0.00144,0.00278,9.802056761602869E-4-1.0470552898765452E-4i
0.0014500000000000001,0.00278,9.920542625431999E-4-1.0348861947646615E-4i
0.0014600000000000001,0.00278,0.0010036401926325502-1.0228940465056946E-4i
0.0014700000000000002,0.00278,0.0010149649355023558-1.0110763910690091E-4i
0.0014800000000000002,0.00278,0.0010260293857558011-9.99431340865046E-5i
0.0014900000000000002,0.00278,0.0010368396096932554-9.879484700432803E-5i
0.0015000000000000002,0.00278,0.0010473997222870603-9.76623150999445E-5i
2.0E-4,0.00279,-3.5872633693289185E-6+1.9631854539305803E-7i
2.1E-4,0.00279,105170.14059017191+563122.7873964857i
2.2E-4,0.00279,177426.09267056073+584989.2311875097i
2.3E-4,0.00279,246285.20873073387+603278.521046215i
2.4E-4,0.00279,311866.1497699082+618385.8052145434i
2.5E-4,0.00279,374313.9634713777+630702.2078924568i
2.6000000000000003E-4,0.00279,433802.19005721854+640607.2753729846i
2.7E-4,0.00279,490533.3568385278+648467.6816608169i
2.8000000000000003E-4,0.00279,544738.8478021895+654637.2916394469i
2.9E-4,0.00279,596676.1796142029+659455.0748508357i
3.0000000000000003E-4,0.00279,646624.8216243857+663243.6880660737i
3.1E-4,0.00279,694963.3168932468+666302.3627194465i
3.2E-4,0.00279,742510.2515325362+668918.5416775616i
3.3E-4,0.00279,787382.4746455959+671501.4848138983i
3.4E-4,0.00279,832762.3608393832+674103.0309778798i
3.5000000000000005E-4,0.00279,877104.4570760955+677356.384309361i
3.6E-4,0.00279,921566.673026333+681066.2721294789i
3.7E-4,0.00279,966123.6185025518+686101.2140038277i
3.8E-4,0.00279,1011257.2005728402+692126.1405137364i
3.9000000000000005E-4,0.00279,1057340.6081856566+699939.4614638581i
4.0E-4,0.00279,1104321.3690069718+709858.3082663467i
4.1E-4,0.00279,1152751.0618157152+721701.006247239i
4.2E-4,0.00279,1202885.9721711061+736444.621727983i
4.3000000000000004E-4,0.00279,1254401.6604774953+754463.7488490243i
4.4000000000000007E-4,0.00279,1307812.804327827+776089.6579652639i
4.5E-4,0.00279,1363278.82031032+801457.3022034866i
4.6E-4,0.00279,1420839.1738664438+831350.1776550475i
4.7000000000000004E-4,0.00279,1479844.494122879+866813.313354183i
4.8000000000000007E-4,0.00279,1540722.5983779458+907929.8376860506i
4.9E-4,0.00279,1603318.6734212337+955295.402683582i
5.0E-4,0.00279,1667004.3878128608+1010157.276244477i
5.1E-4,0.00279,1731454.2063355558+1072545.45617174i
5.200000000000001E-4,0.00279,1797194.0622733517+1143236.251252333i
5.300000000000001E-4,0.00279,1862784.3776825499+1223723.5920894311i
5.4E-4,0.00279,1926957.8623369671+1314325.5403164548i
5.5E-4,0.00279,1989300.7816988328+1415091.0486943936i
5.600000000000001E-4,0.00279,2047073.912567734+1528187.8694078198i
5.700000000000001E-4,0.00279,2100502.7689436916+1653709.145414653i
5.8E-4,0.00279,2149297.804924157+1791691.2937023086i
5.9E-4,0.00279,2189300.162614878+1943659.5860356227i
6.000000000000001E-4,0.00279,2220218.428279551+2109917.0144910063i
6.100000000000001E-4,0.00279,2241816.4207435977+2290540.1434081937i
6.2E-4,0.00279,2248427.0492961276+2486115.861904281i
6.3E-4,0.00279,2240084.442145134+2696768.5201146714i
6.4E-4,0.00279,2214469.7083452754+2922419.7488546916i
6.500000000000001E-4,0.00279,2167272.967445787+3162608.832679387i
6.6E-4,0.00279,2097321.3192457776+3417385.7133385274i
6.7E-4,0.00279,1999065.554670965+3684882.069995824i
6.8E-4,0.00279,1871704.4522290633+3964808.481283653i
6.900000000000001E-4,0.00279,1712094.3440370245+4255931.354375078i
7.0E-4,0.00279,1514559.256025644+4555149.957483407i
7.1E-4,0.00279,1278402.8979354955+4861936.582289387i
7.2E-4,0.00279,997615.1258190357+5171577.433438681i
7.300000000000001E-4,0.00279,670150.9091590965+5482059.255195395i
7.4E-4,0.00279,292685.06366658665+5789846.190525394i
7.5E-4,0.00279,-139615.92406126304+6089213.845186048i
7.6E-4,0.00279,-627397.1367694588+6377508.410377771i
7.700000000000001E-4,0.00279,-1176206.39510136+6645835.98894185i
7.8E-4,0.00279,-1786444.593672311+6892552.442246828i
7.9E-4,0.00279,-2462085.7036668537+7105334.224850134i
8.0E-4,0.00279,-3203970.626416788+7282141.780722545i
8.100000000000001E-4,0.00279,-4013954.3271144833+7410027.167917006i
8.2E-4,0.00279,-4892426.659440908+7483409.949498886i
8.3E-4,0.00279,-5838958.366710476+7490429.471828192i
8.4E-4,0.00279,-6853420.445589568+7422842.552580586i
8.500000000000001E-4,0.00279,-7933847.45883564+7266624.641826388i
8.600000000000001E-4,0.00279,-9076423.648749053+7013324.195600639i
8.7E-4,0.00279,-1.0277525977609878E7+6649140.110051982i
8.8E-4,0.00279,-1.153201120808253E7+6160800.554835406i
8.900000000000001E-4,0.00279,-1.2833175824456794E7+5536153.031836204i
9.000000000000001E-4,0.00279,-1.417132861297988E7+4761456.181303577i
9.1E-4,0.00279,-1.5536378473915044E7+3822640.8150105933i
9.2E-4,0.00279,-1.6916458366512097E7+2705809.1736686532i
9.3E-4,0.00279,-1.8297701569181293E7+1397106.277246545i
9.400000000000001E-4,0.00279,-1.9663096848333254E7-117108.34727231435i
9.5E-4,0.00279,-2.099348105785026E7-1850112.2933932254i
9.6E-4,0.00279,-2.226812343029329E7-3814270.7800482875i
9.7E-4,0.00279,-2.3463265602130774E7-6021427.110919701i
9.800000000000002E-4,0.00279,-2.455271612081943E7-8482071.704270784i
9.9E-4,0.00279,-2.5506930578690138E7-1.1205059118775731E7i
0.001,0.00279,-2.6293735604917374E7-1.419749116764833E7i
0.00101,0.00279,-2.6878399527676072E7-1.74642280667102E7i
0.00102,0.00279,-2.7223358664266616E7-2.100754806400637E7i
0.00103,0.00279,-2.7288091695402548E7-2.482683191772082E7i
0.0010400000000000001,0.00279,-2.702895412171176E7-2.8917342231809426E7i
0.0010500000000000002,0.00279,2.209428798384028E-4-1.7756430472750924E-4i
0.0010600000000000002,0.00279,2.4823771441409977E-4-1.747571678711376E-4i
0.0010700000000000002,0.00279,2.749385348024903E-4-1.720208703198284E-4i
0.00108,0.00279,3.0108000049108917E-4-1.693506263078076E-4i
0.00109,0.00279,3.26670003866531E-4-1.667454781099724E-4i
0.0011,0.00279,3.517119851666904E-4-1.642070368952969E-4i
0.00111,0.00279,3.76230374572838E-4-1.6173061240699275E-4i
0.0011200000000000001,0.00279,4.0024176887627864E-4-1.5931411285652152E-4i
0.0011300000000000001,0.00279,4.2374977033732075E-4-1.5695762641515493E-4i
0.0011400000000000002,0.00279,4.4676557981050555E-4-1.5465958765423777E-4i
0.0011500000000000002,0.00279,4.6931422390459384E-4-1.524163729596904E-4i
0.0011600000000000002,0.00279,4.91392793502401E-4-1.502282682756809E-4i
0.00117,0.00279,5.130138596827837E-4-1.4809342684505208E-4i
0.0011800000000000003,0.00279,5.341952955329144E-4-1.460087841352335E-4i
0.00119,0.00279,5.549425144471551E-4-1.439740816134525E-4i
0.0012000000000000001,0.00279,5.752593210542234E-4-1.4198862510791883E-4i
0.0012100000000000001,0.00279,5.951676516354143E-4-1.4004815433386444E-4i
0.0012200000000000002,0.00279,6.146715516500455E-4-1.381521118684868E-4i
0.0012300000000000002,0.00279,6.33773561102709E-4-1.3630076388268202E-4i
0.0012400000000000002,0.00279,6.52487924495469E-4-1.344911218663085E-4i
0.0012500000000000002,0.00279,6.708259137744852E-4-1.3272089139765606E-4i
0.0012600000000000003,0.00279,6.887900410813362E-4-1.309896499245725E-4i
0.00127,0.00279,7.063853206594535E-4-1.2929702838392746E-4i
0.00128,0.00279,7.23628410780267E-4-1.2763945434059415E-4i
0.0012900000000000001,0.00279,7.405205062559633E-4-1.260166674788826E-4i
0.0013000000000000002,0.00279,7.570633565708167E-4-1.244282360893411E-4i
0.0013100000000000002,0.00279,7.73271827465887E-4-1.2287141491842588E-4i
0.0013200000000000002,0.00279,7.891500583815995E-4-1.213454683780756E-4i
0.0013300000000000002,0.00279,8.046982401955967E-4-1.1985034707128037E-4i
0.0013400000000000003,0.00279,8.199294594886536E-4-1.1838281718426503E-4i
0.0013500000000000003,0.00279,8.348470787210247E-4-1.1694266921506634E-4i
0.00136,0.00279,8.494554324696319E-4-1.1552930391475243E-4i
0.0013700000000000001,0.00279,8.637572500570073E-4-1.1414205276244316E-4i
0.0013800000000000002,0.00279,8.777632113263186E-4-1.1277808517905052E-4i
0.0013900000000000002,0.00279,8.914741563072573E-4-1.114376060675292E-4i
0.0014000000000000002,0.00279,9.048964780976544E-4-1.1011967288317673E-4i
0.0014100000000000002,0.00279,9.180328812163128E-4-1.0882354152727559E-4i
0.0014200000000000003,0.00279,9.308888497180898E-4-1.0754759722160591E-4i
0.0014300000000000003,0.00279,9.434686348436889E-4-1.0629169318790694E-4i
0.00144,0.00279,9.557744810641592E-4-1.05055463666533E-4i
0.0014500000000000001,0.00279,9.678123400894084E-4-1.038372090665918E-4i
0.0014600000000000001,0.00279,9.795842383278823E-4-1.0263668950410836E-4i
0.0014700000000000002,0.00279,9.91094704272727E-4-1.0145366987097861E-4i
0.0014800000000000002,0.00279,0.0010023467416278807-1.0028732373407683E-4i
0.0014900000000000002,0.00279,0.0010133435487744563-9.913658576703908E-5i
0.0015000000000000002,0.00279,0.0010240891138775172-9.800167076178468E-5i
2.0E-4,0.0028,-3.084551674917411E-6+4.936871680916508E-7i
2.1E-4,0.0028,143006.25360672895+478428.3923560155i
2.2E-4,0.0028,208826.30127300098+491579.9432193355i
2.3E-4,0.0028,271521.2280486526+501825.91578147624i
2.4E-4,0.0028,331210.07590662315+509493.3048604681i
2.5E-4,0.0028,388035.27790780185+514904.5802588556i
2.6000000000000003E-4,0.0028,442164.79142915056+518373.28859682515i
2.7E-4,0.0028,493792.6126562228+520202.6863472008i
2.8000000000000003E-4,0.0028,543138.7743601457+520685.5945311575i
2.9E-4,0.0028,590446.852126462+520102.5744022359i
3.0000000000000003E-4,0.0028,635978.6317274512+518720.8160649504i
3.1E-4,0.0028,679993.7967680544+516816.6989735529i
3.2E-4,0.0028,722576.3987290177+514640.7094390446i
3.3E-4,0.0028,765121.93142343+512218.4944592401i
3.4E-4,0.0028,806465.2013943611+510201.31540405366i
3.5000000000000005E-4,0.0028,847607.0499628943+508395.45866307797i
3.6E-4,0.0028,888831.37238625+507489.9731015985i
3.7E-4,0.0028,930448.2727155233+507184.08013672556i
3.8E-4,0.0028,972512.6846880206+508357.0375708062i
3.9000000000000005E-4,0.0028,1015909.3544800096+510733.09972912795i
4.0E-4,0.0028,1060157.619689742+514843.8858920197i
4.1E-4,0.0028,1105785.886170573+521216.56000883714i
4.2E-4,0.0028,1153412.3607890098+529912.6872867023i
4.3000000000000004E-4,0.0028,1202933.0550006176+541059.5500656551i
4.4000000000000007E-4,0.0028,1254257.3105455495+555678.0046832474i
4.5E-4,0.0028,1307540.2932281494+574065.9446567543i
4.6E-4,0.0028,1363203.4471477307+596536.2575892541i
4.7000000000000004E-4,0.0028,1421407.0983766739+623385.2435098806i
4.8000000000000007E-4,0.0028,1481636.862124865+655766.0346652381i
4.9E-4,0.0028,1543718.126322446+693956.4526453585i
5.0E-4,0.0028,1606473.0248477818+738468.6107296979i
5.1E-4,0.0028,1670482.5630370677+790674.8845983706i
5.200000000000001E-4,0.0028,1735778.4859806981+850433.3508864536i
5.300000000000001E-4,0.0028,1801753.3493378882+919258.8772675075i
5.4E-4,0.0028,1867159.9535722565+997642.7708762608i
5.5E-4,0.0028,1932178.0264521698+1085330.6563173688i
5.600000000000001E-4,0.0028,1995515.3152590492+1184471.0859953149i
5.700000000000001E-4,0.0028,2055228.8162477412+1295624.3693807211i
5.8E-4,0.0028,2111229.6272577387+1418839.966152671i
5.9E-4,0.0028,2161289.878574998+1555429.2231967417i
6.000000000000001E-4,0.0028,2202950.0088300672+1706056.1703118626i
6.100000000000001E-4,0.0028,2236250.920851192+1870664.7693457622i
6.2E-4,0.0028,2258798.9464998073+2050044.8289632578i
6.3E-4,0.0028,2266485.522632799+2244499.375708107i
6.4E-4,0.0028,2260220.9714110624+2454008.9510130873i
6.500000000000001E-4,0.0028,2234897.538319746+2678565.9526811535i
6.6E-4,0.0028,2188743.4812743347+2917822.392843126i
6.7E-4,0.0028,2121134.0923763462+3171756.4989656215i
6.8E-4,0.0028,2025333.9068447594+3438651.7470003217i
6.900000000000001E-4,0.0028,1899880.6894718073+3717831.1742227394i
7.0E-4,0.0028,1743141.9139429084+4008649.333567013i
7.1E-4,0.0028,1548653.7852693119+4307555.240230783i
7.2E-4,0.0028,1315880.0525664806+4614007.449392701i
7.300000000000001E-4,0.0028,1039577.5777194147+4924103.751333945i
7.4E-4,0.0028,716838.8121285394+5234799.999625707i
7.5E-4,0.0028,345128.8132863107+5543600.509620386i
7.6E-4,0.0028,-80062.44393615687+5844007.80878543i
7.700000000000001E-4,0.0028,-560609.2914617658+6134050.293500378i
7.8E-4,0.0028,-1100949.3736023703+6404716.942798856i
7.9E-4,0.0028,-1701672.3020976065+6654096.421846403i
8.0E-4,0.0028,-2367421.622778397+6870494.917089683i
8.100000000000001E-4,0.0028,-3097570.689102005+7051792.618929083i
8.2E-4,0.0028,-3895191.1416326757+7184784.094968908i
8.3E-4,0.0028,-4759875.4719546605+7264582.0531923035i
8.4E-4,0.0028,-5692411.886781054+7279176.106756559i
8.500000000000001E-4,0.0028,-6691277.361658998+7220181.8896619445i
8.600000000000001E-4,0.0028,-7754254.730454393+7074639.507721879i
8.7E-4,0.0028,-8879602.48815075+6833442.415960349i
8.8E-4,0.0028,-1.0063343801936436E7+6483280.077936028i
8.900000000000001E-4,0.0028,-1.1298659841051929E7+6010728.857720955i
9.000000000000001E-4,0.0028,-1.2579289069127122E7+5403811.040181058i
9.1E-4,0.0028,-1.3897291492042238E7+4649271.867822575i
9.2E-4,0.0028,-1.5242822197768046E7+3733195.5699342224i
9.3E-4,0.0028,-1.660342762459987E7+2641719.8591920277i
9.400000000000001E-4,0.0028,-1.7964565046668366E7+1360989.873063665i
9.5E-4,0.0028,-1.9310350372093435E7-122365.60665837325i
9.6E-4,0.0028,-2.0622635116898432E7-1821331.0429510986i
9.7E-4,0.0028,-2.1881007495323304E7-3748234.910065867i
9.800000000000002E-4,0.0028,-2.306140300293101E7-5914861.67853949i
9.9E-4,0.0028,-2.4137598643307276E7-8331598.929576704i
0.001,0.0028,-2.5081188939569496E7-1.100721096796078E7i
0.00101,0.0028,-2.586080137689384E7-1.3948796075567469E7i
0.00102,0.0028,-2.644219574547189E7-1.7161324932707302E7i
0.00103,0.0028,-2.678793011388515E7-2.06470411751302E7i
0.0010400000000000001,0.0028,-2.685780258368537E7-2.4405125667941086E7i
0.0010500000000000002,0.0028,-2.66091594544695E7-2.843129310072041E7i
0.0010600000000000002,0.0028,2.1727114898675357E-4-1.7485166999713363E-4i
0.0010700000000000002,0.0028,2.4414350509864986E-4-1.7213267902507027E-4i
0.00108,0.0028,2.7045758452364573E-4-1.694784751438338E-4i
0.00109,0.0028,2.962190684104468E-4-1.6688883252465495E-4i
